# UAE first (Dubai + Sharjah carry the brokerage volume), then KSA.
Dubai|AE|25.2048|55.2708|0.25
Sharjah|AE|25.3463|55.4209|0.12
Abu Dhabi|AE|24.4539|54.3773|0.20
Ajman|AE|25.4052|55.5136|0.08
Riyadh|SA|24.7136|46.6753|0.25
Jeddah|SA|21.4858|39.1925|0.20
Dammam|SA|26.4207|50.0888|0.15
Doha|QA|25.2854|51.5310|0.15
