# GCC — Gulf metros
Dubai|AE|25.2048|55.2708|0.25
Abu Dhabi|AE|24.4539|54.3773|0.20
Sharjah|AE|25.3463|55.4209|0.12
Riyadh|SA|24.7136|46.6753|0.25
Jeddah|SA|21.4858|39.1925|0.20
Dammam|SA|26.4207|50.0888|0.15
Doha|QA|25.2854|51.5310|0.15
Manama|BH|26.2285|50.5860|0.10
Kuwait City|KW|29.3759|47.9774|0.15
